100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
17.2	51.6333	100.9	160.667	231.033	314	423.233	532.7	649.033	789.967	927.233	1076.5	1250.8	1482.7	1690.87	1905.63	2105.87	2339	2584.17	2852.33	3153.2	3535.8	3853.4	4129.73	4496.47	4867.07	5283.7	5674.13	6180.13	6619.17	7035.33	7595.27	8083.1	8629.2	9202.7	9778.8	10450	10984.5	11730.8	12373.9	
