100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
3.9	16.6	28.9333	52.2	69	103.633	135.733	173.367	224.2	265.133	334.8	400.967	453.767	522.733	621.767	645.767	765.633	870.8	938.767	1057.5	1200.9	1330.1	1395.13	1517.67	1667.7	1827.1	1916.13	1970.17	2096.57	2206.6	2531.4	2445.27	2767.4	2920.6	2943.07	3415.7	3681.93	3694.07	3558	3898.1	
