100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
4.96667	14.6667	30.5	50.6667	77.7667	110.1	148.2	190.533	236.267	286.533	347	411.967	482.5	549.033	625.933	740.4	799.867	892.567	995.1	1098.33	1212.23	1324.47	1443.47	1583.17	1705.07	1839.93	1983.13	2207.13	2382.8	2452.3	2629.6	2771.63	2937.03	3121	3318.33	3509.63	3687.8	3960.53	4108.57	4347.13	
