100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
5.26667	22.2667	47.9667	73.3667	69.5667	89.1	119.867	154.533	194	239.433	301.367	351.533	398.367	479.633	529.167	602.2	676.867	769.567	850.933	958.9	1055.97	1113	1214.57	1321.97	1436.63	1600.27	1672.33	1815.43	1937.17	2062.9	2193.7	2338.3	2491.5	2633.23	2808.53	2955.67	3114.1	3295.53	3487.77	3684.9	
