100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
3.03333	15.0333	34.4333	61.0333	97.4667	141.4	186.167	242.533	310.867	402.6	539.033	653.167	635.867	733	859.933	989.9	1141.8	1259.8	1408.3	1549.4	1657.67	1818.2	2035.9	2255.43	2412.33	2605.9	2732.4	2941.83	3153.87	3374.53	3647.57	3878.47	4096.53	4337.2	4598.73	4866.2	5137.97	5425.87	5720.3	6006.3	
