100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
16.0667	50.0333	96.0667	154.133	228.9	310.967	408.9	533.567	647.6	783.233	919.033	1076.37	1250.4	1453.77	1644.83	1847.17	2083.93	2319.37	2577.17	2851.2	3151.47	3451.33	3878.13	4166.27	4527.27	4871	5249.37	5673.4	6106.83	6666.7	7067.73	7572.53	8045.3	8671.9	9220.57	9749.33	10411.8	11010.1	11681.9	12355.3	
