100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
4.76667	13.2667	27.2667	50.3667	71.5	107.467	142.533	183.9	229.567	281.6	354	413.967	467.5	536.333	634.533	717.333	808.533	909.967	1029.93	1102.53	1206.03	1301.27	1423	1459.4	1672.93	1850.17	1948.13	2037.73	2245.33	2271.33	2256.6	2432.37	2637.03	2769.8	2865.83	3086.43	3620.73	3705.73	3729.27	3978.2	
