100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
6.5	22.1	45.9667	78.1333	119.3	167	222.167	289.867	354.833	413.3	494.5	584.7	682	786.367	901.467	1022	1147.57	1286.5	1430.23	1584.53	1741.87	1902.83	2077.53	2258.3	2449.63	2678.9	2849.3	3059.57	3277.77	3511.7	3739.27	4081.23	4239.1	4491.93	5395.3	5033.83	5306.57	5591.67	5883.3	6306.37	
