100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200	2300	2400	2500	2600	2700	2800	2900	3000	3100	3200	3300	3400	3500	3600	3700	3800	3900	4000	
3	10.4	21.7333	36.5	55.4	78.2667	107.3	135.267	161.8	196.3	232.833	278.833	325.8	377.733	435.2	481.867	544.733	602.267	668.233	740.233	814.2	899.967	972.533	1058.83	1148.53	1246.13	1332	1430.47	1531.2	1636.1	1748.27	1863.73	1978.7	2098.13	2218.2	2348.17	2482.9	2616.2	2754.73	2897.33	
